Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  term16  ?b  ?e  term7  ?a   => ?a  term1  ?b	0.53125	0.112769486	0.123861566	204	1809	1647	?b	0.0	0.0	0.0
?e  term18  ?b  ?e  term6  ?a   => ?a  term1  ?b	0.268229167	0.188299817	0.198841699	103	547	518	?b	0.0	0.0	0.0
?e  term15  ?a  ?e  term18  ?b   => ?a  term1  ?b	0.669270833	0.24108818	0.259072581	257	1066	992	?b	0.0	0.0	0.0
?e  term16  ?a  ?e  term16  ?b   => ?a  term1  ?b	0.8359375	0.112237762	0.12417795	321	2860	2585	?b	0.0	0.0	0.0
?e  term18  ?b  ?e  term5  ?a   => ?a  term1  ?b	0.182291667	0.140562249	0.150214592	70	498	466	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term11  ?b   => ?a  term1  ?b	0.505208333	0.210184182	0.232893157	194	923	833	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term11  ?b   => ?a  term1  ?b	0.143229167	0.130023641	0.155807365	55	423	353	?b	0.0	0.0	0.0
?e  term11  ?b  ?e  term2  ?a   => ?a  term1  ?b	0.4765625	0.270710059	0.302980132	183	676	604	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.416666667	0.217391304	0.251968504	160	736	635	?b	0.0	0.0	0.0
?e  term21  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.231770833	0.296666667	0.333333333	89	300	267	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.302083333	0.218455744	0.24217119	116	531	479	?b	0.0	0.0	0.0
?e  term20  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.229166667	0.164485981	0.198198198	88	535	444	?b	0.0	0.0	0.0
?e  term3  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.2109375	0.146209386	0.172340426	81	554	470	?b	0.0	0.0	0.0
?e  term25  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.033854167	0.232142857	0.245283019	13	56	53	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.0234375	0.209302326	0.243243243	9	43	37	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term10  ?a   => ?a  term1  ?b	0.145833333	0.23628692	0.288659794	56	237	194	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term11  ?a   => ?a  term1  ?b	0.109375	0.09929078	0.135048232	42	423	311	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term2  ?a   => ?a  term1  ?b	0.028645833	0.073825503	0.108910891	11	149	101	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term4  ?b   => ?a  term1  ?b	0.203125	0.199488491	0.225433526	78	391	346	?b	0.0	0.0	0.0
?e  term15  ?b  ?e  term6  ?a   => ?a  term1  ?b	0.122395833	0.110070258	0.128767123	47	427	365	?b	0.0	0.0	0.0
?e  term0  ?b  ?e  term1  ?a   => ?a  term1  ?b	0.263020833	0.216738197	0.25440806	101	466	397	?b	0.0	0.0	0.0
?e  term15  ?b  ?e  term18  ?a   => ?a  term1  ?b	0.328125	0.118198874	0.133051742	126	1066	947	?b	0.0	0.0	0.0
?e  term15  ?b  ?e  term5  ?a   => ?a  term1  ?b	0.106770833	0.086864407	0.1025	41	472	400	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.395833333	0.206521739	0.220609579	152	736	689	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term17  ?b   => ?a  term1  ?b	0.145833333	0.161383285	0.176100629	56	347	318	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term17  ?b   => ?a  term1  ?b	0.208333333	0.140105079	0.150943396	80	571	530	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term21  ?a   => ?a  term1  ?b	0.098958333	0.134751773	0.142322097	38	282	267	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term17  ?b   => ?a  term1  ?b	0.028645833	0.126436782	0.126436782	11	87	87	?b	0.0	0.0	0.0
?e  term17  ?b  ?e  term3  ?a   => ?a  term1  ?b	0.1796875	0.152654867	0.16626506	69	452	415	?b	0.0	0.0	0.0
?e  term16  ?a  ?e  term7  ?b   => ?a  term1  ?b	0.484375	0.102819237	0.108518086	186	1809	1714	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term10  ?b   => ?a  term1  ?b	0.265625	0.177083333	0.186471664	102	576	547	?b	0.0	0.0	0.0
?e  term19  ?a  ?e  term7  ?b   => ?a  term1  ?b	0.036458333	0.274509804	0.274509804	14	51	51	?b	0.0	0.0	0.0
?e  term10  ?b  ?e  term11  ?a   => ?a  term1  ?b	0.25	0.149068323	0.152139461	96	644	631	?b	0.0	0.0	0.0
?e  term10  ?b  ?e  term9  ?a   => ?a  term1  ?b	0.145833333	0.106463878	0.112	56	526	500	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term10  ?b   => ?a  term1  ?b	0.109375	0.17721519	0.196261682	42	237	214	?b	0.0	0.0	0.0
?e  term10  ?b  ?e  term2  ?a   => ?a  term1  ?b	0.244791667	0.513661202	0.513661202	94	183	183	?b	0.0	0.0	0.0
?e  term7  ?a  ?e  term8  ?b   => ?a  term1  ?b	0.2890625	0.099909991	0.112462006	111	1111	987	?b	0.0	0.0	0.0
?e  term16  ?a  ?e  term8  ?b   => ?a  term1  ?b	0.4921875	0.11365003	0.126336898	189	1663	1496	?b	0.0	0.0	0.0
?e  term19  ?a  ?e  term8  ?b   => ?a  term1  ?b	0.059895833	0.433962264	0.489361702	23	53	47	?b	0.0	0.0	0.0
?e  term15  ?a  ?e  term6  ?b   => ?a  term1  ?b	0.309895833	0.278688525	0.29528536	119	427	403	?b	0.0	0.0	0.0
?e  term22  ?a  ?e  term6  ?b   => ?a  term1  ?b	0.184895833	0.286290323	0.29218107	71	248	243	?b	0.0	0.0	0.0
?e  term18  ?a  ?e  term6  ?b   => ?a  term1  ?b	0.291666667	0.204753199	0.208955224	112	547	536	?b	0.0	0.0	0.0
?e  term20  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.315104167	0.226168224	0.253668763	121	535	477	?b	0.0	0.0	0.0
?e  term20  ?b  ?e  term3  ?a   => ?a  term1  ?b	0.109375	0.172839506	0.183406114	42	243	229	?b	0.0	0.0	0.0
?e  term17  ?a  ?e  term20  ?b   => ?a  term1  ?b	0.208333333	0.196078431	0.214477212	80	408	373	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term20  ?b   => ?a  term1  ?b	0.091145833	0.175	0.2	35	200	175	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term20  ?b   => ?a  term1  ?b	0.036458333	0.17721519	0.17721519	14	79	79	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term17  ?a   => ?a  term1  ?b	0.1875	0.126094571	0.133086876	72	571	541	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term13  ?b   => ?a  term1  ?b	0.1875	0.108270677	0.113385827	72	665	635	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.182291667	0.131826742	0.141414141	70	531	495	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term13  ?b   => ?a  term1  ?b	0.1640625	0.155940594	0.168	63	404	375	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term20  ?a   => ?a  term1  ?b	0.104166667	0.122699387	0.131578947	40	326	304	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term21  ?a   => ?a  term1  ?b	0.075520833	0.150259067	0.157608696	29	193	184	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term20  ?b   => ?a  term1  ?b	0.174479167	0.205521472	0.221122112	67	326	303	?b	0.0	0.0	0.0
?e  term2  ?a  ?e  term9  ?b   => ?a  term1  ?b	0.265625	0.507462687	0.517766497	102	201	197	?b	0.0	0.0	0.0
?e  term11  ?a  ?e  term9  ?b   => ?a  term1  ?b	0.34375	0.215334421	0.240437158	132	613	549	?b	0.0	0.0	0.0
?e  term1  ?a  ?e  term9  ?b   => ?a  term1  ?b	0.25	0.225352113	0.263013699	96	426	365	?b	0.0	0.0	0.0
?e  term10  ?a  ?e  term9  ?b   => ?a  term1  ?b	0.1796875	0.131178707	0.149350649	69	526	462	?b	0.0	0.0	0.0
?e  term21  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.153645833	0.196666667	0.2	59	300	295	?b	0.0	0.0	0.0
?e  term21  ?b  ?e  term3  ?a   => ?a  term1  ?b	0.1171875	0.155172414	0.161290323	45	290	279	?b	0.0	0.0	0.0
?e  term13  ?b  ?e  term3  ?a   => ?a  term1  ?b	0.171875	0.120437956	0.12890625	66	548	512	?b	0.0	0.0	0.0
?e  term21  ?a  ?e  term21  ?b   => ?a  term1  ?b	0.096354167	0.10787172	0.110119048	37	343	336	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term21  ?b   => ?a  term1  ?b	0.057291667	0.113989637	0.120879121	22	193	182	?b	0.0	0.0	0.0
?e  term12  ?a  ?e  term21  ?b   => ?a  term1  ?b	0.044270833	0.131782946	0.144067797	17	129	118	?b	0.0	0.0	0.0
?e  term14  ?a  ?e  term21  ?b   => ?a  term1  ?b	0.013020833	0.454545455	0.454545455	5	11	11	?b	0.0	0.0	0.0
?e  term2  ?b  ?e  term9  ?a   => ?a  term1  ?b	0.098958333	0.189054726	0.211111111	38	201	180	?b	0.0	0.0	0.0
?e  term10  ?a  ?e  term2  ?b   => ?a  term1  ?b	0.080729167	0.169398907	0.196202532	31	183	158	?b	0.0	0.0	0.0
?e  term0  ?a  ?e  term2  ?b   => ?a  term1  ?b	0.072916667	0.187919463	0.201438849	28	149	139	?b	0.0	0.0	0.0
?e  term18  ?a  ?e  term5  ?b   => ?a  term1  ?b	0.317708333	0.24497992	0.293975904	122	498	415	?b	0.0	0.0	0.0
?e  term22  ?a  ?e  term5  ?b   => ?a  term1  ?b	0.205729167	0.329166667	0.385365854	79	240	205	?b	0.0	0.0	0.0
?e  term15  ?a  ?e  term5  ?b   => ?a  term1  ?b	0.286458333	0.233050847	0.291777188	110	472	377	?b	0.0	0.0	0.0
?e  term5  ?b  ?e  term6  ?a   => ?a  term1  ?b	0.140625	0.106930693	0.118942731	54	505	454	?b	0.0	0.0	0.0
?e  term15  ?a  ?e  term22  ?b   => ?a  term1  ?b	0.184895833	0.174876847	0.187830688	71	406	378	?b	0.0	0.0	0.0
?e  term22  ?b  ?e  term5  ?a   => ?a  term1  ?b	0.080729167	0.129166667	0.137777778	31	240	225	?b	0.0	0.0	0.0
?e  term19  ?b  ?e  term8  ?a   => ?a  term1  ?b	0.026041667	0.188679245	0.222222222	10	53	45	?b	0.0	0.0	0.0
?e  term19  ?b  ?e  term7  ?a   => ?a  term1  ?b	0.036458333	0.274509804	0.341463415	14	51	41	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term17  ?a   => ?a  term1  ?b	0.044270833	0.195402299	0.217948718	17	87	78	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.015625	0.139534884	0.171428571	6	43	35	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.184895833	0.181585678	0.209439528	71	391	339	?b	0.0	0.0	0.0
?e  term22  ?b  ?e  term6  ?a   => ?a  term1  ?b	0.075520833	0.116935484	0.124463519	29	248	233	?b	0.0	0.0	0.0
?e  term14  ?b  ?e  term20  ?a   => ?a  term1  ?b	0.049479167	0.240506329	0.275362319	19	79	69	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term13  ?a   => ?a  term1  ?b	0.114583333	0.108910891	0.125356125	44	404	351	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term21  ?a   => ?a  term1  ?b	0.046875	0.139534884	0.173076923	18	129	104	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term3  ?a   => ?a  term1  ?b	0.1484375	0.194539249	0.219230769	57	293	260	?b	0.0	0.0	0.0
?e  term13  ?a  ?e  term14  ?b   => ?a  term1  ?b	0.03125	0.095238095	0.115384615	12	126	104	?b	0.0	0.0	0.0
?e  term25  ?b  ?e  term4  ?a   => ?a  term1  ?b	0.0390625	0.267857143	0.340909091	15	56	44	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term5  ?a   => ?a  term17  ?b	0.5125	0.144239226	0.163021869	164	1137	1006	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term16  ?f   => ?a  term17  ?b	0.521875	0.099701493	0.113682777	167	1675	1469	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term18  ?a   => ?a  term17  ?b	0.49375	0.098811757	0.111818825	158	1599	1413	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term17  ?a   => ?a  term1  ?b	0.109375	0.121037464	0.142857143	42	347	294	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term22  ?a   => ?a  term17  ?b	0.246875	0.114825581	0.124802528	79	688	633	?b	0.0	0.0	0.0
?e  term12  ?b  ?e  term25  ?a   => ?a  term1  ?b	0.010416667	0.5	0.5	4	8	8	?b	0.0	0.0	0.0
?b  term16  ?f  ?f  term6  ?a   => ?a  term17  ?b	0.35	0.097816594	0.109481916	112	1145	1023	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term18  ?f   => ?a  term17  ?b	0.475	0.0918429	0.104899931	152	1655	1449	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term5  ?f   => ?a  term17  ?b	0.465625	0.10704023	0.123446562	149	1392	1207	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term6  ?f   => ?a  term17  ?b	0.434375	0.11641541	0.135874878	139	1194	1023	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term22  ?f   => ?a  term17  ?b	0.228125	0.100689655	0.10960961	73	725	666	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term7  ?f   => ?a  term17  ?b	0.39375	0.136807818	0.148409894	126	921	849	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term7  ?f   => ?a  term17  ?b	0.6	0.09825998	0.107023411	192	1954	1794	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term16  ?f   => ?a  term17  ?b	0.865625	0.125909091	0.140823589	277	2200	1967	?b	0.0	0.0	0.0
?a  term6  ?f  ?b  term7  ?f   => ?a  term17  ?b	0.621875	0.100251889	0.109762824	199	1985	1813	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term7  ?f   => ?a  term17  ?b	0.440625	0.138370952	0.151125402	141	1019	933	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term8  ?f   => ?a  term17  ?b	0.509375	0.094328704	0.101747815	163	1728	1602	?b	0.0	0.0	0.0
?f  term5  ?a  ?b  term8  ?f   => ?a  term17  ?b	0.309375	0.092264678	0.102484472	99	1073	966	?b	0.0	0.0	0.0
?a  term5  ?f  ?b  term8  ?f   => ?a  term17  ?b	0.565625	0.093928386	0.103192702	181	1927	1754	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term8  ?f   => ?a  term17  ?b	0.534375	0.095691102	0.103510896	171	1787	1652	?b	0.0	0.0	0.0
?f  term20  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.415625	0.172503243	0.185495119	133	771	717	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.290625	0.128453039	0.137573964	93	724	676	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.240625	0.176605505	0.18872549	77	436	408	?b	0.0	0.0	0.0
?f  term3  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.128125	0.103535354	0.10817942	41	396	379	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.0625	0.158730159	0.168067227	20	126	119	?b	0.0	0.0	0.0
?f  term25  ?a  ?b  term9  ?f   => ?a  term17  ?b	0.015625	0.108695652	0.11627907	5	46	43	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term9  ?f   => ?a  term17  ?b	0.403125	0.163498099	0.175033921	129	789	737	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term9  ?f   => ?a  term17  ?b	0.26875	0.154676259	0.165067179	86	556	521	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term9  ?f   => ?a  term17  ?b	0.3	0.108229989	0.113207547	96	887	848	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term9  ?f   => ?a  term17  ?b	0.046875	0.103448276	0.114503817	15	145	131	?b	0.0	0.0	0.0
?a  term25  ?f  ?b  term9  ?f   => ?a  term17  ?b	0.01875	0.193548387	0.214285714	6	31	28	?b	0.0	0.0	0.0
?b  term15  ?f  ?f  term8  ?a   => ?a  term17  ?b	0.409375	0.094858798	0.106244931	131	1381	1233	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term16  ?f   => ?a  term17  ?b	0.79375	0.115454545	0.126936532	254	2200	2001	?b	0.0	0.0	0.0
?b  term15  ?f  ?f  term16  ?a   => ?a  term17  ?b	0.553125	0.09789823	0.108190709	177	1808	1636	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term17  ?f   => ?a  term17  ?b	0.50625	0.160555005	0.164300203	162	1009	986	?b	0.0	0.0	0.0
?b  term17  ?f  ?f  term9  ?a   => ?a  term17  ?b	0.284375	0.143307087	0.146067416	91	635	623	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term17  ?f   => ?a  term17  ?b	0.25625	0.13015873	0.133768352	82	630	613	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term9  ?f   => ?a  term17  ?b	0.278125	0.160071942	0.160071942	89	556	556	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term17  ?f   => ?a  term17  ?b	0.25	0.12539185	0.13050571	80	638	613	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term2  ?f   => ?a  term17  ?b	0.134375	0.133540373	0.13961039	43	322	308	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term12  ?a   => ?a  term17  ?b	0.29375	0.171220401	0.186507937	94	549	504	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term17  ?a   => ?a  term17  ?b	0.29375	0.158783784	0.173752311	94	592	541	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term21  ?a   => ?a  term17  ?b	0.203125	0.12745098	0.138297872	65	510	470	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term3  ?a   => ?a  term17  ?b	0.33125	0.113006397	0.124267292	106	938	853	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term14  ?a   => ?a  term17  ?b	0.046875	0.166666667	0.180722892	15	90	83	?b	0.0	0.0	0.0
?b  term10  ?f  ?f  term20  ?a   => ?a  term17  ?b	0.025	0.181818182	0.216216216	8	44	37	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term17  ?f   => ?a  term17  ?b	0.496875	0.158841159	0.162079511	159	1001	981	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term17  ?f   => ?a  term17  ?b	0.365625	0.18338558	0.195979899	117	638	597	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term3  ?f   => ?a  term17  ?b	0.25625	0.095459837	0.108322325	82	859	757	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term13  ?f   => ?a  term17  ?b	0.446875	0.119966443	0.128481581	143	1192	1113	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term21  ?f   => ?a  term17  ?b	0.190625	0.139588101	0.148780488	61	437	410	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term4  ?f   => ?a  term17  ?b	0.209375	0.110561056	0.119217082	67	606	562	?b	0.0	0.0	0.0
?b  term18  ?f  ?f  term19  ?a   => ?a  term17  ?b	0.0125	0.142857143	0.142857143	4	28	28	?b	0.0	0.0	0.0
?b  term18  ?f  ?a  term8  ?f   => ?a  term17  ?b	0.571875	0.102406267	0.115384615	183	1787	1586	?b	0.0	0.0	0.0
?b  term18  ?f  ?a  term7  ?f   => ?a  term17  ?b	0.303125	0.095191364	0.102428722	97	1019	947	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term18  ?f   => ?a  term17  ?b	0.628125	0.112040134	0.125468165	201	1794	1602	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term4  ?f   => ?a  term17  ?b	0.26875	0.13190184	0.141447368	86	652	608	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term4  ?f   => ?a  term17  ?b	0.375	0.148514851	0.159786951	120	808	751	?b	0.0	0.0	0.0
?f  term2  ?a  ?b  term4  ?f   => ?a  term17  ?b	0.13125	0.123893805	0.141891892	42	339	296	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term4  ?f   => ?a  term17  ?b	0.3	0.093203883	0.102673797	96	1030	935	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term4  ?f   => ?a  term17  ?b	0.275	0.1414791	0.152249135	88	622	578	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term4  ?f   => ?a  term17  ?b	0.278125	0.136503067	0.153979239	89	652	578	?b	0.0	0.0	0.0
?a  term2  ?f  ?b  term4  ?f   => ?a  term17  ?b	0.15625	0.151057402	0.158227848	50	331	316	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term4  ?f   => ?a  term17  ?b	0.16875	0.089108911	0.101123596	54	606	534	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term20  ?a   => ?a  term17  ?b	0.2375	0.152610442	0.172727273	76	498	440	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term4  ?a   => ?a  term17  ?b	0.3	0.146564885	0.152623211	96	655	629	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term17  ?a   => ?a  term17  ?b	0.23125	0.097368421	0.10962963	74	760	675	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term12  ?a   => ?a  term17  ?b	0.13125	0.146341463	0.181034483	42	287	232	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term13  ?a   => ?a  term17  ?b	0.20625	0.147982063	0.175531915	66	446	376	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term25  ?a   => ?a  term17  ?b	0.021875	0.212121212	0.212121212	7	33	33	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term14  ?a   => ?a  term17  ?b	0.05	0.172043011	0.202531646	16	93	79	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term3  ?f   => ?a  term17  ?b	0.259375	0.112771739	0.123880597	83	736	670	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term20  ?f   => ?a  term17  ?b	0.228125	0.147474747	0.166666667	73	495	438	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term13  ?f   => ?a  term17  ?b	0.240625	0.132758621	0.150390625	77	580	512	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term4  ?f   => ?a  term17  ?b	0.259375	0.127300613	0.134304207	83	652	618	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term14  ?f   => ?a  term17  ?b	0.040625	0.209677419	0.224137931	13	62	58	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term9  ?a   => ?a  term17  ?b	0.384375	0.179039301	0.200325733	123	687	614	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term13  ?f   => ?a  term17  ?b	0.153125	0.138028169	0.16838488	49	355	291	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term2  ?a   => ?a  term17  ?b	0.10625	0.114478114	0.122743682	34	297	277	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term13  ?f   => ?a  term17  ?b	0.290625	0.132667618	0.151960784	93	701	612	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term13  ?f   => ?a  term17  ?b	0.434375	0.126019946	0.134951456	139	1103	1030	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term12  ?f   => ?a  term17  ?b	0.15	0.119700748	0.136363636	48	401	352	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term13  ?f   => ?a  term17  ?b	0.471875	0.126677852	0.138278388	151	1192	1092	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term13  ?f   => ?a  term17  ?b	0.11875	0.104683196	0.125827815	38	363	302	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term2  ?f   => ?a  term17  ?b	0.1125	0.101408451	0.117647059	36	355	306	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term13  ?f   => ?a  term17  ?b	0.221875	0.122413793	0.133458647	71	580	532	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term13  ?f   => ?a  term17  ?b	0.3875	0.109929078	0.123876124	124	1128	1001	?b	0.0	0.0	0.0
?b  term5  ?f  ?f  term8  ?a   => ?a  term17  ?b	0.30625	0.117647059	0.126614987	98	833	774	?b	0.0	0.0	0.0
?f  term19  ?a  ?b  term5  ?f   => ?a  term17  ?b	0.0625	0.145985401	0.151515152	20	137	132	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term5  ?f   => ?a  term17  ?b	0.528125	0.108611825	0.117770035	169	1556	1435	?b	0.0	0.0	0.0
?b  term5  ?f  ?a  term8  ?f   => ?a  term17  ?b	0.56875	0.094447327	0.102419809	182	1927	1777	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term5  ?f   => ?a  term17  ?b	0.403125	0.092672414	0.101176471	129	1392	1275	?b	0.0	0.0	0.0
?f  term2  ?a  ?b  term3  ?f   => ?a  term17  ?b	0.203125	0.127201566	0.133196721	65	511	488	?b	0.0	0.0	0.0
?b  term3  ?f  ?f  term9  ?a   => ?a  term17  ?b	0.225	0.158940397	0.197260274	72	453	365	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term3  ?f   => ?a  term17  ?b	0.15625	0.113378685	0.145772595	50	441	343	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term3  ?f   => ?a  term17  ?b	0.18125	0.101398601	0.116935484	58	572	496	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term3  ?f   => ?a  term17  ?b	0.2625	0.114130435	0.126888218	84	736	662	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term3  ?f   => ?a  term17  ?b	0.15625	0.118764846	0.158227848	50	421	316	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term3  ?f   => ?a  term17  ?b	0.24375	0.09080326	0.105691057	78	859	738	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term3  ?f   => ?a  term17  ?b	0.215625	0.092991914	0.115384615	69	742	598	?b	0.0	0.0	0.0
?b  term3  ?f  ?a  term9  ?f   => ?a  term17  ?b	0.13125	0.100478469	0.133757962	42	418	314	?b	0.0	0.0	0.0
?a  term2  ?f  ?b  term3  ?f   => ?a  term17  ?b	0.06875	0.103286385	0.112820513	22	213	195	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term12  ?f   => ?a  term17  ?b	0.290625	0.130801688	0.1488	93	711	625	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term9  ?a   => ?a  term17  ?b	0.175	0.121212121	0.134939759	56	462	415	?b	0.0	0.0	0.0
?f  term10  ?a  ?b  term12  ?f   => ?a  term17  ?b	0.146875	0.102396514	0.112440191	47	459	418	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term12  ?f   => ?a  term17  ?b	0.140625	0.121293801	0.134730539	45	371	334	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term2  ?a   => ?a  term17  ?b	0.084375	0.107142857	0.14516129	27	252	186	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term12  ?f   => ?a  term17  ?b	0.134375	0.10723192	0.130699088	43	401	329	?b	0.0	0.0	0.0
